"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"SIENKIEWICZ Bartłomiej Henryk - KKW KOALICJA OBYWATELSKA";"WILK-GRZYWNA Małgorzata Beata - KKW KOALICJA OBYWATELSKA";"MARCZUŁAJTIS-WALCZAK Jagna Kinga - KKW KOALICJA OBYWATELSKA";"SALWIŃSKA Sylwia Kinga - KKW KOALICJA OBYWATELSKA";"MĘKAL Małgorzata Katarzyna - KKW KOALICJA OBYWATELSKA";"MAJKA Magdalena - KKW KOALICJA OBYWATELSKA";"ZWIERZCHOWSKI Wojciech Mieczysław - KKW KOALICJA OBYWATELSKA";"KOZIOŁ Artur Stanisław - KKW KOALICJA OBYWATELSKA";"WITKA Jacek Paweł - KKW KOALICJA OBYWATELSKA";"SOWA Marek Jan - KKW KOALICJA OBYWATELSKA";"SZEJNA Andrzej Jan - KKW LEWICA";"KOLARSKA Dorota Anna - KKW LEWICA";"LIPIŃSKA-PIEKARSKA Joanna Olszyna - KKW LEWICA";"ŻAK Dominik Piotr - KKW LEWICA";"ANIOŁ Alina Maria - KKW LEWICA";"KOBIELUSZ Paweł Bernard - KKW LEWICA";"HAŃDEREK Joanna Ewa - KKW LEWICA";"KUKLA Robert Łukasz - KKW LEWICA";"TUCHOWSKI Daniel - KKW LEWICA";"DROPEK Magdalena - KKW LEWICA";"JARUBAS Adam Sebastian - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GÓRNIKIEWICZ Piotr Tadeusz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NOWOGÓRSKA Urszula Teresa - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MOTYCZYŃSKA Monika Elżbieta - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RAŚ Ireneusz Jacek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KASPRZYK Rafał Marcin - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"TYJAS Jolanta Dorota - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"STOLECKI Piotr - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DĄBROŚ Stella Józefa - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KLĘCZAR Krzysztof Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BERKOWICZ Konrad Szczepan - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BRAUN Grzegorz Michał - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"JASKÓŁKA Nadzieja - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KONARSKI Artur Marian - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"IWAN Jasna Gabriela - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"DRWAL Aleksandra Urszula - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"NOWOWIEJSKA Ewa Krystyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KRAJEWSKI Konrad Krzysztof - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"STRZELEC Marcin Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"DZIADOSZ Jagoda - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KASELA Andrzej Jan - KW NORMALNY KRAJ";"KLICH Dariusz Zbigniew - KW NORMALNY KRAJ";"BILECKA Fabiola Katarzyna - KW NORMALNY KRAJ";"KURLETO Renata Janina - KW NORMALNY KRAJ";"STANKIEWICZ Aneta - KW NORMALNY KRAJ";"JANAS Mieszko Maria - KW NORMALNY KRAJ";"MIKOŁAJEK Maria Dorota - KW NORMALNY KRAJ";"BURZYŃSKI Zbigniew Józef - KW NORMALNY KRAJ";"ŻÓŁTEK Stanisław Józef - KW POLEXIT";"HAREŃCZYK Adam Wiesław - KW POLEXIT";"SAJDAK Anna Małgorzata - KW POLEXIT";"ŚLUSARCZYK Klaudia Dorota - KW POLEXIT";"BIGAJ Czesław - KW POLEXIT";"ZIĘBA Angelika Natalia - KW POLEXIT";"ŚMIŁEK Oskar Wojciech - KW POLEXIT";"MĘDREK Iwona Marzena - KW POLEXIT";"SZATAN Jarosław Kazimierz - KW POLEXIT";"JAGODZIŃSKI Marcin - KW PL!SP";"JAGODZIŃSKA Monika Ewa - KW PL!SP";"BŁACHUCKA Roksana Magdalena - KW PL!SP";"SZYDŁO Beata Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"MULARCZYK Arkadiusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"TARCZYŃSKI Dominik - KW PRAWO I SPRAWIEDLIWOŚĆ";"KRUPKA Anna Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"WÓJCIK Michał Marek - KW PRAWO I SPRAWIEDLIWOŚĆ";"SKRUCH Wojciech - KW PRAWO I SPRAWIEDLIWOŚĆ";"RUSECKA Urszula Beata - KW PRAWO I SPRAWIEDLIWOŚĆ";"WŁOSOWICZ Jacek Władysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"TLAŁKA-DŁUGOSZ Małgorzata - KW PRAWO I SPRAWIEDLIWOŚĆ";"PĘK Marek - KW PRAWO I SPRAWIEDLIWOŚĆ";"SKUZA Stanisław - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"NOWAKOWSKA Elżbieta Paula - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"WICHE Mateusz Andrzej - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"KALISZ Beata - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"TORKOWSKA Samuela - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"GOCAŁ Dariusz Krzysztof - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"SIEŃKO Natalia Izabela - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"WOCH Marcin Grzegorz - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"BUGAJSKI Marcin Rafał - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"PETERSON Magdalena - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA"
5;"Gminny Ośrodek Kultury w Koniuszy, Koniusza 5, 32-104 Koniusza";121401;"gm. Koniusza";"proszowicki";"małopolskie";1;1;18;2;4;1;0;0;0;1;0;0;8;5;0;0;0;0;0;0;0;1;19;0;2;2;3;0;0;0;0;0;18;31;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;24;47;2;5;0;0;0;0;4;0;0;0;1;0;0;1;0;0;1
6;"Zespół Szkolno-Przedszkolny w Niegardowie, Niegardów 57, 32-104 Koniusza";121401;"gm. Koniusza";"proszowicki";"małopolskie";1;1;18;3;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;14;0;1;1;2;0;0;0;0;1;11;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;66;20;34;1;5;0;0;3;1;3;0;1;0;1;0;0;0;0;0;0
7;"Szkoła Podstawowa im. Bartosza Głowackiego w Rzędowicach, Rzędowice 44, 32-104 Koniusza";121401;"gm. Koniusza";"proszowicki";"małopolskie";1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;3;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;"Zespół Szkół w Piotrkowicach Małych, Piotrkowice Małe 87, 32-104 Koniusza";121401;"gm. Koniusza";"proszowicki";"małopolskie";1;1;34;5;4;0;0;2;0;1;0;5;0;4;0;0;0;0;0;0;1;0;11;2;2;3;5;1;0;1;0;0;12;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;9;42;0;4;0;0;0;2;5;0;1;0;0;0;0;0;0;0;0
9;"Samorządowe Przedszkole z Oddziałami Integracyjnymi w Posądzy, Posądza 94, 32-104 Koniusza";121401;"gm. Koniusza";"proszowicki";"małopolskie";1;1;22;1;7;2;0;3;1;1;0;4;2;1;0;0;0;0;0;0;0;0;14;0;0;2;7;1;0;0;1;0;11;29;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;38;11;29;0;2;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0
10;"Remiza Ochotniczej Straży Pożarnej Czernichów, Czernichów 28, 32-104 Koniusza";121401;"gm. Koniusza";"proszowicki";"małopolskie";1;1;4;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;3;10;1;2;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0
11;"Remiza Ochotniczej Straży Pożarnej w Karwinie, Karwin 3, 32-104 Koniusza";121401;"gm. Koniusza";"proszowicki";"małopolskie";1;1;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;1;0;6;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;11;8;0;1;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0
12;"Remiza Ochotniczej Straży Pożarnej Łyszkowice, Łyszkowice 42, 32-104 Koniusza";121401;"gm. Koniusza";"proszowicki";"małopolskie";1;1;6;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;9;0;1;2;3;0;0;0;0;0;12;11;0;1;0;0;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;40;9;13;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0
13;"Remiza Ochotniczej Straży Pożarnej w Piotrkowicach Wielkich, Piotrkowice Wielkie 86, 32-104 Koniusza";121401;"gm. Koniusza";"proszowicki";"małopolskie";1;1;2;0;0;1;0;1;0;0;0;2;0;2;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;13;25;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;13;15;0;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0
14;"Remiza Ochotniczej Straży Pożarnej w Polekarcicach, Polekarcice 33, 32-104 Koniusza";121401;"gm. Koniusza";"proszowicki";"małopolskie";1;1;11;1;3;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;2;2;0;0;2;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;13;19;1;1;1;0;0;0;3;1;1;0;0;0;0;0;0;0;0
15;"Remiza Ochotniczej Straży Pożarnej w Szarbii, Szarbia 57, 32-104 Koniusza";121401;"gm. Koniusza";"proszowicki";"małopolskie";1;1;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;4;5;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
16;"Remiza Ochotniczej Straży Pożarnej w Dalewicach, Dalewice 33, 32-104 Koniusza";121401;"gm. Koniusza";"proszowicki";"małopolskie";1;1;4;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;1;8;5;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;7;7;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
17;"Remiza Ochotniczej Straży Pożarnej Górka Jaklińska, Górka Jaklińska 15, 32-104 Koniusza";121401;"gm. Koniusza";"proszowicki";"małopolskie";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
18;"Świetlica Wiejska w Siedliskach, Siedliska 20, 32-104 Koniusza";121401;"gm. Koniusza";"proszowicki";"małopolskie";1;1;1;0;2;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;5;15;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
19;"Dom Pomocy Społecznej w Łyszkowicach, Łyszkowice 64, 32-104 Koniusza";121401;"gm. Koniusza";"proszowicki";"małopolskie";1;1;1;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;1;0;1;10;1;3;3;1;0;3;1;1;0;0;0;0;0;0;1;0;0;0;0
1;"Szkoła Muzyczna I stopnia w Koszycach, ul. Marii Skłodowskiej-Curie 5, 32-130 Koszyce";121402;"gm. Koszyce";"proszowicki";"małopolskie";1;1;21;1;3;0;0;1;0;1;0;5;7;1;1;0;0;0;0;2;0;0;31;0;2;1;1;0;0;0;0;0;16;20;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;79;16;40;5;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2;"Szkoła Podstawowa w Książnicach Wielkich, Książnice Wielkie 37, 32-130 Koszyce";121402;"gm. Koszyce";"proszowicki";"małopolskie";1;1;9;1;4;0;0;0;0;0;0;0;8;2;0;1;0;0;0;0;0;0;21;0;0;1;1;0;1;0;0;0;4;15;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;18;77;3;2;0;1;0;0;0;0;0;0;0;1;0;0;1;2;0
3;"Centrum Komunikacji Społecznej w Przemykowie, Przemyków 78, 32-130 Koszyce";121402;"gm. Koszyce";"proszowicki";"małopolskie";1;1;29;2;4;1;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;31;0;1;0;2;1;1;0;0;0;3;18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;3;21;0;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
4;"Świetlica Wiejska w Jaksicach, Jaksice 136A, 32-130 Koszyce";121402;"gm. Koszyce";"proszowicki";"małopolskie";1;1;7;2;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;4;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;"Dzienny Dom Senior+ w Książnicach Małych, Książnice Małe 45, 32-130 Koszyce";121402;"gm. Koszyce";"proszowicki";"małopolskie";1;1;5;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;8;0;0;0;0;1;0;0;0;2;4;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;10;25;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0
6;"Świetlica Wiejska w Łapszowie, Łapszów 80, 32-130 Koszyce";121402;"gm. Koszyce";"proszowicki";"małopolskie";1;1;12;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;15;0;0;0;1;0;0;0;0;0;3;16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;3;10;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0
7;"Świetlica Wiejska w Piotrowicach, Piotrowice 24A, 32-130 Koszyce";121402;"gm. Koszyce";"proszowicki";"małopolskie";1;1;1;0;1;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;2;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;1;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;"Świetlica Wiejska w Rachwałowicach, Rachwałowice 46, 32-130 Koszyce";121402;"gm. Koszyce";"proszowicki";"małopolskie";1;1;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;7;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;"Świetlica Wiejska w Sokołowicach, Sokołowice 16, 32-130 Koszyce";121402;"gm. Koszyce";"proszowicki";"małopolskie";1;1;6;1;1;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;12;0;0;0;1;0;0;0;0;3;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;3;9;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
10;"Świetlica Wiejska w Witowie, Witów 90, 32-130 Koszyce";121402;"gm. Koszyce";"proszowicki";"małopolskie";1;1;9;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;1;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;5;8;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
11;"Świetlica Wiejska we Włostowicach, Włostowice 26A, 32-130 Koszyce";121402;"gm. Koszyce";"proszowicki";"małopolskie";1;1;1;0;1;0;0;1;0;0;0;0;5;0;0;1;0;0;0;0;0;0;16;0;0;0;0;1;0;0;0;0;5;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;5;13;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
1;"Miejsko-Gminne Centrum Kultury i Promocji, ul. Marszałka Józefa Piłsudskiego 17a, 32-120 Nowe Brzesko";121403;"gm. Nowe Brzesko";"proszowicki";"małopolskie";1;1;74;6;23;1;0;2;2;1;0;13;6;7;1;0;0;0;0;0;0;0;25;1;1;1;6;2;1;1;0;3;48;58;3;2;1;0;1;0;0;0;0;0;1;0;0;0;0;1;3;0;0;0;0;0;0;0;1;1;0;0;121;47;121;4;2;1;1;0;1;8;1;1;0;1;0;0;0;0;0;1
2;"Centrum Społeczno-Kulturalne, Hebdów 147, 32-120 Nowe Brzesko";121403;"gm. Nowe Brzesko";"proszowicki";"małopolskie";1;1;14;0;5;1;0;0;0;0;0;6;2;2;0;0;0;0;0;0;0;0;15;0;2;3;4;1;0;0;0;2;9;27;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;41;14;43;4;0;1;0;0;0;3;2;2;1;0;1;0;0;0;0;0
3;"Szkoła Podstawowa w Sierosławicach, Sierosławice 53, 32-120 Nowe Brzesko";121403;"gm. Nowe Brzesko";"proszowicki";"małopolskie";1;1;5;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;19;1;0;0;0;0;0;0;0;2;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;8;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
4;"Centrum Komunikacji Społecznej, Śmiłowice 16, 32-120 Nowe Brzesko";121403;"gm. Nowe Brzesko";"proszowicki";"małopolskie";1;1;9;0;6;0;0;1;0;0;0;1;1;2;0;0;1;0;0;0;0;0;5;0;1;0;1;0;0;0;0;0;9;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;37;8;33;2;2;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0
5;"Środowiskowy Dom Samopomocy, Gruszów 28, 32-120 Nowe Brzesko";121403;"gm. Nowe Brzesko";"proszowicki";"małopolskie";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;9;18;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
6;"Dom Ludowy w Grębocinie, Grębocin 16, 32-120 Nowe Brzesko";121403;"gm. Nowe Brzesko";"proszowicki";"małopolskie";1;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;2;23;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7;"Remiza Ochotniczej Straży Pożarnej w Kucharach, Kuchary 89, 32-120 Nowe Brzesko";121403;"gm. Nowe Brzesko";"proszowicki";"małopolskie";1;1;9;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;11;1;0;1;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;8;18;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
8;"Remiza Ochotniczej Straży Pożarnej w Majkowicach, Majkowice 55, 32-120 Nowe Brzesko";121403;"gm. Nowe Brzesko";"proszowicki";"małopolskie";1;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;6;13;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;"Szkoła Podstawowa w Mniszowie, Mniszów 4, 32-120 Nowe Brzesko";121403;"gm. Nowe Brzesko";"proszowicki";"małopolskie";1;1;7;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;2;0;0;0;0;0;0;0;4;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;17;4;19;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
10;"Dom Ludowy w Pławowicach, Pławowice 71, 32-120 Nowe Brzesko";121403;"gm. Nowe Brzesko";"proszowicki";"małopolskie";1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;2;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;"Budynek Wielofunkcyjny w Szpitarach, Szpitary 1, 32-120 Nowe Brzesko";121403;"gm. Nowe Brzesko";"proszowicki";"małopolskie";1;1;8;0;4;1;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;11;2;0;1;3;0;0;0;0;0;14;19;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;24;14;15;1;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0
12;"Budynek byłej szkoły w Rudnie Dolnym, Rudno Dolne 31, 32-120 Nowe Brzesko";121403;"gm. Nowe Brzesko";"proszowicki";"małopolskie";1;1;2;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;4;0;1;2;0;0;0;0;0;0;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;22;8;13;0;1;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0
1;"Szkoła Podstawowa w Pałecznicy, ul. św. Jakuba 43, 32-109 Pałecznica";121404;"gm. Pałecznica";"proszowicki";"małopolskie";1;1;6;3;3;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0;1;0;26;0;0;0;22;1;0;0;0;9;15;31;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;26;9;15;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;"Szkoła Podstawowa w Ibramowicach, Ibramowice 42, 32-109 Pałecznica";121404;"gm. Pałecznica";"proszowicki";"małopolskie";1;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;2;0;0;3;0;0;0;0;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;4;6;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
3;"Szkoła Podstawowa w Czuszowie, Czuszów 74, 32-112 Klimontów";121404;"gm. Pałecznica";"proszowicki";"małopolskie";1;1;2;1;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;17;0;0;0;14;0;0;0;0;2;15;16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;51;18;18;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0
4;"Remiza Ochotniczej Straży Pożarnej w Nadzowie, Nadzów 99, 32-109 Pałecznica";121404;"gm. Pałecznica";"proszowicki";"małopolskie";1;1;5;1;1;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;11;0;0;1;6;0;0;0;0;2;0;26;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;25;14;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;"Środowisko Dom Samopomocy w Winiarach, Winiary 63, 32-109 Pałecznica";121404;"gm. Pałecznica";"proszowicki";"małopolskie";1;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;42;8;23;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
6;"Remiza Ochotniczej Straży Pożarnej w Pieczonogach, Pieczonogi 57, 32-109 Pałecznica";121404;"gm. Pałecznica";"proszowicki";"małopolskie";1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;1;8;0;0;0;0;8;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;5;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
